Yorum,Puan,Tarih,Durum
bir faydası yok kampanyalar eksik yükleniyor müşteri hizmetlerine bağlanmak imkansız müşteri hizmetleri diyorsun paketler hakkında bilgi almak i tuşlayın diyor yıldız çoka fazla bile,1,2021-02-08 13:51:03,0
boş bir uygulama telefona inmiyor telefonum sıfır aldim şimdi bine iphone xpro max,1,2021-02-08 13:50:44,0
keşke kargo işine girseniz bizi kurtarsanız mevcut kargo şirketlerinden,4,2021-02-08 13:41:00,1
faturasizlar faturalilardan dha uygun paket kullaniyor dha uygun icerik anlamadm isi ben,1,2021-02-08 13:15:07,0
cok yavaş,1,2021-02-08 12:59:34,0
gb asla vermiyor versede saatlik diğer operatörler elibol,2,2021-02-08 12:54:29,0
herzaman iyiyedoğru,5,2021-02-08 12:37:05,1
işlevsel değil,1,2021-02-08 12:35:28,0
karışık devamlı hata veriyor user friendly değil,1,2021-02-08 12:13:16,0
güzel olmuş,5,2021-02-08 12:12:51,1
mb internet tl kesildi,1,2021-02-08 11:35:20,0
er,5,2021-02-08 11:08:08,1
acilmiyor,1,2021-02-08 10:58:10,0
gb internet otomatik tl ücretlerindi kazıkçı bir şirketiniz var,1,2021-02-08 10:40:17,0
superrrr,5,2021-02-08 10:24:52,1
abonelik yenilem işlemi bile yapılamıyor dijital dön dolaş aynı noktaya getiriyor ill benim söylediğim aboneliği kabull et komutunda,2,2021-02-08 10:24:02,0
işlemimi kolaylıkla yapabiliyorum teşekkür turkcell,5,2021-02-08 09:49:49,1
iyi,5,2021-02-08 08:57:35,1
özellikle faturasız paket yuklemelerde büyük kolaylık sagliyor,5,2021-02-08 08:16:51,1
herzaman nekedar internetim var goruyorum,5,2021-02-08 05:50:51,1
harikaaa,5,2021-02-08 04:42:15,1
berbat bir sirket haline geldiniz yillarca kullandim surekli sacma sapan seylerlerle karsilasmaya basladim once hattim kapandi yillardir yapdiginiz cagri oncesi olan odeme yapmamaniniz halinde kapanacaktir abonsu sefer yapilmadi arasam diceksiniz mesaj attik e zaman yillardir anons yapiyorsunuz paraya mi sikistiniz milletin hatti kapansin acma bedeli alalim mi ugrasiyorsunuz yarin ilk isim yemin ederim oparator degisikligi eski turcell yazik,1,2021-02-08 02:21:14,0
iyi uygulama,4,2021-02-08 02:13:30,1
iyi bi uygulama,5,2021-02-08 00:45:44,1
güzel,5,2021-02-07 23:51:29,1
güzel sadece tarifeleri görmüyorsun eksiklik,5,2021-02-07 23:43:52,1
nekadr uzun süruyo yüklenmesi ben giremiyorum uygulamaya nebcim uygulamabu,2,2021-02-07 23:31:37,0
guzel,5,2021-02-07 23:31:32,1
seye yaramaz,1,2021-02-07 23:20:28,0
iyi,5,2021-02-07 22:47:17,1
süper,5,2021-02-07 22:30:03,1
gayet iyi,5,2021-02-07 21:51:38,1
ikici hesap ekleniyo internet vermiyo,1,2021-02-07 21:28:14,0
kötü internet isteksiz müşteri temsilcisi fazlası turkcelle bekliyorum sizi,1,2021-02-07 21:09:20,0
bk olmuş bidaha olmasın iyi günler,1,2021-02-07 20:37:17,0
güzel,5,2021-02-07 20:32:40,1
turkcell istersinki,5,2021-02-07 20:20:55,1
dünyanın başarısız yavaş hatalı kullanışsız uygulaması kadar kötü olmayı başarabilmeleri bir başarı uygulamayı kullanacağıma gidip bilgisayarı açıp webden giriyorum başarısızlıkla ilgili başarılarınızın devamını dilemiyorum yıllardır çektirdiğiniz ızdıraba son verin,1,2021-02-07 19:48:05,0
dişital opera fevkale,5,2021-02-07 19:47:37,1
bekleniyor demiyor,5,2021-02-07 19:15:58,1
dijital operatörü güncellerseniz sevinirim hat resetleme yok numara değişikliği yok türk telekom var,1,2021-02-07 18:51:47,0
eh işte,5,2021-02-07 18:46:58,1
povan,5,2021-02-07 18:41:34,1
iyi deyil,1,2021-02-07 18:16:48,0
fena,1,2021-02-07 18:05:24,0
kısaca bedava internet,5,2021-02-07 18:02:26,1
,5,2021-02-07 17:50:33,1
süper,5,2021-02-07 17:32:02,1
iyi bir uygulama,5,2021-02-07 17:16:13,1
senil,5,2021-02-07 17:14:57,1
güzel,5,2021-02-07 16:49:20,1
üç haftadır salla kazandan bib konuşma sms geliyor ben almamakta ısrar ettikçe sizde ediyorsunuz galiba yok kardeşim başka gelsin istemiyoruuuummmmmmm,1,2021-02-07 16:32:54,0
ellerinize sağlık arkadaşlar,5,2021-02-07 16:31:29,1
iyi,5,2021-02-07 16:06:21,1
iyi,2,2021-02-07 16:02:37,0
kazikcilar kaçtane paket aldım hiçbiri gelmedi param iade edilmedi,1,2021-02-07 16:01:41,0
internetim bitiyo internet çıkıyo baya iyi,5,2021-02-07 15:55:47,1
rezil paragöz bir turkcell paketimi düşürmek istiyorum düşürmüyorlar yükseltiyorlar düşürmüyorlar,2,2021-02-07 15:51:31,0
kalite türkcel,5,2021-02-07 15:31:45,1
güzel bir uygulama,5,2021-02-07 15:10:43,1
salak mısınız uygulamanın kalitesi düşürecek yorumlar yapmaya utanmıyormusunuz,5,2021-02-07 14:48:16,1
giriş yapıyor,1,2021-02-07 14:47:27,0
ben baya kolay buldum,5,2021-02-07 14:11:44,1
bı türlü giremiyorum adeta giriş yapmamı engellemek üstüne kurulmuş bi sistem,2,2021-02-07 14:11:38,0
yolunda,4,2021-02-07 13:52:52,1
böyle saçma bisey görmedim kaç hafta üst üste sms yada bip veriyor enaz hafta aynısı geldi yorum üstte görünsün yıldız verdim,5,2021-02-07 13:47:30,1
harika,5,2021-02-07 13:41:54,1
dünyanın berbat operatörü uygulaması keşke puan olsa versem,1,2021-02-07 13:16:27,0
on numara,5,2021-02-07 13:15:03,1
muhteşem,5,2021-02-07 12:50:26,1
uygulama hicbirşey olmaz öperator bırakıyorum nalet olsu,1,2021-02-07 12:45:55,0
güzel,5,2021-02-07 12:18:37,1
uygulamadan paket alınamıyor kendini ceo sanan soygunculara duyurulur gerçi onlar burayı okumaz zaten,1,2021-02-07 12:12:48,0
süper,5,2021-02-07 12:12:01,1
heristedigimi yapa biliyom,5,2021-02-07 12:07:32,1
uygulamayi ilk yukledigimde ev internetine gidebildim sonrası uygulama açılmıyor göstermiyor nekadar internetim kaldığını,1,2021-02-07 11:56:18,0
güzel bir uygulama herkes kullansın teşekkürler turkcell,5,2021-02-07 11:48:51,1
ben haftalık hediyemi alamıyorumbelli bir süre içinde seçmediğin halde hediyem boşa gidiyorçıkıp geri girdiğimde haftalık salla kazan hediyem görünmüyorbekledim bekledim turkcell den mesaj gelmedi halbuki günlük bipten gb dkya basmışım puan verdim olumlulara baktığınızda mesajımı görüp sorunu düzeltmenizi istememlütfen haftalık salla kazan hediyesini saniye koymayın hattanızda türkiye cumhuriyeti tüketici haklarına şikayet etmek zorundayım,5,2021-02-07 11:44:56,1
süper bir oygulama,5,2021-02-07 11:12:51,1
otomatik ödeme talimatı verme seçeneğinin işaretli gelmesi hoş bir uygulama değil istesek zaten verirriz şeyleri bizim yerimize düşünüyormuş yapmayın,1,2021-02-07 10:43:22,0
vb zaman e,5,2021-02-07 10:43:05,1
cok kulanışlı bir uygulama gayet iyi istediğin tum bilgiyi sunuyor,5,2021-02-07 10:40:23,1
seviyorum,5,2021-02-07 10:37:41,1
gün mesaj geldi dendiğini anlamadım değişik kelimeleri anlamıyorum türkçe yazılsın konusturmuyor ilk etapta ayrilacavim kesinlikle tavsiye etmiyorum,1,2021-02-07 10:30:56,0
kalan bakiyem görünmüyor,1,2021-02-07 10:24:46,0
cok guzelll,5,2021-02-07 08:49:36,1
diğerlerine göre cazip,5,2021-02-07 08:44:49,1
uygulamadan memnunum ay sonra hesabım silindi telefon numaramı değiştirdim e posta mi telefonumda sifirlamadim hesabım gitti giriş yapıyorum kabul etmiyor düzeltilmesi gerek,1,2021-02-07 02:04:27,0
süpersiniz,5,2021-02-07 00:37:35,1
tl gogle kodu çıktı saatlik bi gb oldu,1,2021-02-07 00:06:19,0
çoook güzel salla kazan daa var süper,5,2021-02-06 23:53:54,1
cokiyi,5,2021-02-06 23:52:12,1
mükemmel herkese tavsiye ederim,5,2021-02-06 23:35:08,1
beğenmedim sadece faturalilara yönelik tarifeler var bi tarife secsem bile kabul etmiyor,1,2021-02-06 23:30:44,0
rıhat öcretsiz internet le giriliyor,5,2021-02-06 23:14:13,1
farkli banka karti kredi karti paket calisiyorum kart bilgileri hatali bilgisi veriyor uygulamaya para yukluyosun bir işe yaramiyor yuklenmesi ek paket almak imkansizvakit kaybi icin tesekkurler,1,2021-02-06 22:56:55,0
uygulamada salla kazan gb yotube cikti kendi internetimden yiyor lutfen bunun icin bir cozum yolu bulun,1,2021-02-06 22:54:05,0
güzel,5,2021-02-06 22:39:42,1
salla kazan gerekmiyorsa onu veriyor,1,2021-02-06 22:28:27,0
faydasız net,1,2021-02-06 22:17:17,0
güzel,5,2021-02-06 21:41:39,1
güzel,5,2021-02-06 21:30:45,1
iyi,5,2021-02-06 21:30:41,1
iyi olabilirdiniz,4,2021-02-06 21:18:49,1
kötü,5,2021-02-06 21:06:07,1
bedava internet veren uygulama,5,2021-02-06 20:35:48,1
iyi,5,2021-02-06 20:08:58,1
aklınız var turkcellden uzak durun hızlıymış fln filan hikaye bunlar bulduğum ilk fırsatta başka bir operatöre geçeceğim,1,2021-02-06 20:08:17,0
karmaşık,1,2021-02-06 20:07:04,0
güzel,5,2021-02-06 20:02:59,1
giris olmuyor yaptıysap olmuyo numar diyo yaziyom olmuyo bun,5,2021-02-06 19:59:54,1
böyle saçma bi salla kazan sistemi olamaz lazım değilse geliyo,1,2021-02-06 19:53:50,0
programı açamıyorum,1,2021-02-06 19:35:31,0
salla kazanda hafta aynı çıkıyor düzeltilsin,2,2021-02-06 19:23:27,0
hıc bır boka yaramıyoo anasını tatım,1,2021-02-06 19:05:00,0
cok guzel,5,2021-02-06 19:04:55,1
sevdiğim,5,2021-02-06 18:59:53,1
güzel,5,2021-02-06 18:52:41,1
mükemmel sin turkcell,5,2021-02-06 18:44:54,1
iyi,5,2021-02-06 18:43:43,1
sözel,5,2021-02-06 18:38:49,1
uygulama iyi paketler berbat,4,2021-02-06 18:31:08,1
iyi,5,2021-02-06 18:20:37,1
,5,2021-02-06 18:05:47,1
var burada merak ettim,5,2021-02-06 18:00:55,1
iyice paragöz oldunuz salla kazanımızı baro yemeyeydiniz,1,2021-02-06 17:42:19,0
bad,1,2021-02-06 17:40:49,0
uygulamaya bir yıldız bile saatlik internet veriyo,1,2021-02-06 17:40:02,0
teşekkür ederim,5,2021-02-06 17:38:01,1
mükemmel,5,2021-02-06 17:33:16,1
anında işlemlerimi yapabiliyorum,5,2021-02-06 16:59:13,1
feyzullahozbek,5,2021-02-06 16:41:44,1
internet çekimi yavaş fiyatlar yüksek bir salla kazandan verdiği hediye saatlik,1,2021-02-06 16:39:02,0
aydan fazladır hattım hafta salla kazandan bipte geçerli dk yada günlük sms veriyor yanında saatlik gb kullanamadıktan sonra yapayım smsi bipteki dakikaları nede saatlik gb ı kullanmıyorum nedir gittikçe batıyorsun turkcell hatlarımı farklı operatöre taşıyacağım taahhütü tamamlamayı bekliyorum,1,2021-02-06 15:33:09,0
hesabinizla ilgili hersey elinizin altında,5,2021-02-06 15:16:26,1
hafta internet verirdi şimdi vermiyor amk vodofone gececm böyle yapacaksa,1,2021-02-06 14:55:48,0
var,5,2021-02-06 14:51:04,1
salla kazandan hediye edilen tl paycell hediyemi öncekilerde olduğu kazandınız mesaj geliyor asla kullanamıyorum hiçbirşey vermeyin dalga geçmeyin lütfen,1,2021-02-06 14:49:26,0
güzel,5,2021-02-06 14:25:23,1
güzel bir uygulama,5,2021-02-06 13:56:37,1
diji,5,2021-02-06 13:55:25,1
güzel,5,2021-02-06 13:54:10,1
kullanışlı,5,2021-02-06 13:45:45,1
güzel aq malları indirin,5,2021-02-06 13:45:23,1
uygulamayı indirmeye çalışıyorum inmiyor,1,2021-02-06 13:44:07,0
kötü uygulama saatlik internet bana afedersinz bokk yeter versene aylik gb,2,2021-02-06 13:34:42,0
iyi,5,2021-02-06 13:08:49,1
kralll,5,2021-02-06 13:00:42,1
mükemmel,5,2021-02-06 12:58:23,1
süper online işlemleriniz yapamazsınız ona göre indirin,5,2021-02-06 12:56:41,1
uygulama berbat bana haftalık gb geldi bende onu kullanmaya basladim meğerse internet bistmis bana bildirim gelmedigi iç in kendi internetimi kullaniyomusum internetim bitti sonra bildirimler aninda gelsin gec gelmesin lutfen,1,2021-02-06 12:55:34,0
gayet iyi,4,2021-02-06 12:54:40,1
güzel,5,2021-02-06 12:42:30,1
yıldız hakediyor hıc verim alamıyorum internet veriyor,1,2021-02-06 12:40:54,0
cik iyi,4,2021-02-06 12:22:26,1
güzel biruygulama,5,2021-02-06 12:18:50,1
evde internet donuyor kopuyor faturalar şişiyor,1,2021-02-06 12:14:51,0
eski uygulama güzeldi,1,2021-02-06 12:14:11,0
karışık,1,2021-02-06 12:13:27,0
bence cok guzel bir uygulama fakat saha iyi olabilir,4,2021-02-06 12:10:42,1
süper,5,2021-02-06 12:07:04,1
süper,5,2021-02-06 11:49:19,1
mükemmel,5,2021-02-06 11:44:02,1
süper olmuş tek sıkıntı cuma günü herkez girdiği yüzünden herhalde cuma giriyorum hata diyor zar zor girebiliyoruz buna çözüm gelirse seviniriz,5,2021-02-06 11:41:56,1
cok,5,2021-02-06 11:09:10,1
barış g ye popüler lik atın,5,2021-02-06 11:04:47,1
iyi çokta diğil,2,2021-02-06 10:56:20,0
mükemmel,5,2021-02-06 10:43:46,1
bence saatlik internetler kaldırılıp yerine haftalık aylık internetler gelmeli,1,2021-02-06 10:36:42,0
güzel bir uygulama,5,2021-02-06 10:06:57,1
gözel,5,2021-02-06 09:59:10,1
iyi,5,2021-02-06 08:43:40,1
eski müşteriye saplama yeni müşteriye indirim almayın sakın illa bı yerden geçirecekler,1,2021-02-06 02:41:02,0
gb çıkarsa yıldız yapcam,1,2021-02-06 01:47:51,0
salla kazanı düzeltin artık isterseniz he kaç haftadır sms veriyor insan biraz adaletli olur be yapacağınız uygulama olmasa iyi,1,2021-02-06 01:06:41,0
salla kazandan saçma sapan hediye veriyorsunuzişe yaramayan,1,2021-02-06 01:06:22,0
cokiyi,5,2021-02-06 00:38:31,1
herşey güzel söyledikleri salla kazan bana gelmiyor artik,4,2021-02-06 00:15:32,1
gun hic vermiyo bunasil bi salla kazan cok cirkin oyuzden puanim be cok hatta bunu hak ediyo,1,2021-02-06 00:06:02,0
kötü bir operatör turkcell ilk fırsata operatör çıkacam sala kazan sürekli aynı gb gb kötü lütfen buna bir el atın yildiz bile hak etmiyor,1,2021-02-05 23:59:54,0
hariks,5,2021-02-05 22:58:11,1
iyi,5,2021-02-05 22:48:34,1
berbat,1,2021-02-05 22:47:51,0
eskiden salla kazanda haftalık bip dk verirdi ona bile razıydım şimdi günlük dk sms den başka bişi çıkmıyor turkcell bozdu gerçekten eskiden böylemiydi bee,1,2021-02-05 22:45:11,0
berbat,1,2021-02-05 22:07:45,0
karışık,1,2021-02-05 22:01:11,0
sevgili turkcell salla kazan yapıyorum dergilik uygulamasını indirin hediye kazanın diyor indiriyoruz haberleri okumak turkcell destek olsun hediyemi seni kandırdım keriz uygulamayı indir sana hediye yok teessüf ederim ayıp vallahi ayıp insanları sömürücü davranışlarda bulunmayın uygulamamızı indirin demeniz yeter zaten turkcell kullanıyorum cevap verme gereği duyacağınız yok eminim,5,2021-02-05 22:00:44,1
mürteşem,5,2021-02-05 21:59:10,1
güzel başarılu,5,2021-02-05 21:58:36,1
salla kazan haftalık olsun,1,2021-02-05 21:57:16,0
mobil veriyemi giriyorum yoksa halka acik wifi mi hatlarinizi duzeltin butun oyunlarda lag la oynuyorum sifir olsa verim turcell aldiysaniz koydeyseniz hati yanan bir cope atin,1,2021-02-05 21:56:23,0
güzel kaliteli kesin kullanmasını tavsiye ederimbn,5,2021-02-05 21:47:22,1
süper süper süper süper süper,5,2021-02-05 21:45:47,1
allah belanizi versin soyup sogana cevirdiniz yarin türktelekoma geçecem yıldız verdim herkez okusun üstte kalsin,5,2021-02-05 21:41:58,1
harika,5,2021-02-05 21:41:42,1
sorun yaşıyorum,2,2021-02-05 21:17:50,0
kötü,2,2021-02-05 21:13:20,0
harika,5,2021-02-05 21:13:05,1
boş uygulama,1,2021-02-05 20:50:27,0
iyi güzel,5,2021-02-05 19:43:44,1
bildirim olarak reklam gönderiliyor bunu kapatabilecek bir seçenek sunulmamış uygulama içinde nedenle uygulamanın bildirimlerini telefonun ayarlarından tamamıyla engellemek durumunda kaldım genel olarak arayüzü pek kullanıcı dostu değil zorunda olmasam kullanmam,2,2021-02-05 19:33:11,0
hattım var hattıma geçiş yapmıyorhesap tanımlada hata veriyor,4,2021-02-05 19:28:20,1
çokkkkkkk güzel,5,2021-02-05 19:03:45,1
yorum,5,2021-02-05 18:40:53,1
turcel uygun diğer hatlara olmaz,4,2021-02-05 18:32:19,1
abone,4,2021-02-05 18:23:05,1
hesaptan internet kullanmadığım takdirde gb tl ücretlendirme yapılmış yi arıyorum bir seçenek te yanlış tl ücretlendirimesi yok buna benzer bir seçenek müşteri hizmetlerine bağlanılmıyor kısaca muhattap olabileceğim kimseyi bulamadım digital uygulama aynı şekilde müşteri hizmetlerinin hizmeti şekilde başka diyebileceğim söz yok,1,2021-02-05 18:21:51,0
çöp sadece çöp,1,2021-02-05 17:54:18,0
kayıtlı kartım ödeme yapmama rağmen ödeme kabul etmiyor,2,2021-02-05 17:53:34,0
uygulama yüklenmiyo,1,2021-02-05 16:59:40,0
memnun değilim sadeçe saatlik veriyor gb tek veriyor vodafon gb günlük veriyor sizde öyle yapın insanlar sevsin,1,2021-02-05 16:55:47,0
hediyeleri zaman,1,2021-02-05 16:48:01,0
uygulama kötü arkadaşlar indirmeyinn boşuna yer kaplamayn tl lik pakete tl geliyor,1,2021-02-05 16:36:25,0
başarılı bir uygulama,5,2021-02-05 15:51:06,1
süper,5,2021-02-05 15:47:03,1
tarifeler aşırı pahalı salla kazanda bipi yükledigimden beri sadece bip internet veriyor,2,2021-02-05 15:30:39,0
güzel,5,2021-02-05 15:16:58,1
kötü servis turkcell servisi kötü,1,2021-02-05 14:50:08,0
iyi tebrikler,5,2021-02-05 14:21:36,1
beğenilen,5,2021-02-05 14:18:02,1
salla kazan var,5,2021-02-05 14:10:50,1
hafta aynı hediye veriyorum şikayetçiyim,1,2021-02-05 13:57:20,0
kişisel bilgilerimin kişilerle ticari reklam amacıyla paylaşımına izin vermezsem uygulamayı kullanmama izin vermiyorsunuz bende pislik olsun defasında basit işlemi bile çağrı merkezinizi meşgul etmek arıyorum olsa evdeyiz zamandan bol bişeyimiz yok,1,2021-02-05 13:55:10,0
kolayakıcı,5,2021-02-05 13:54:02,1
cokkkkkkk guzel uygulama yukledim smdide guceliorum sizede tqfsiye ederim,5,2021-02-05 13:30:05,1
süper olmuş,5,2021-02-05 13:23:11,1
,5,2021-02-05 13:20:36,1
güzel bir uyğulama,5,2021-02-05 13:11:45,1
harika gb ye kadar internet kazanıyorum tabi güncelleme yaptıktan sonra,5,2021-02-05 12:48:54,1
cok iyi,5,2021-02-05 12:40:38,1
cok guzel uygulama,5,2021-02-05 12:26:52,1
iyi,5,2021-02-05 12:25:59,1
süper,5,2021-02-05 12:17:34,1
ben müşteri hizmetlerini isti yorum bağlanmı yor sizden memnun deyilim,1,2021-02-05 12:15:55,0
seksicee,5,2021-02-05 12:12:25,1
hafta salla kazan şansım var memnunum teşekkür ederim turksel,5,2021-02-05 12:03:50,1
iyi bir oygulama değil,1,2021-02-05 12:00:30,0
gayaet başarılı bir uygulama,5,2021-02-05 11:49:11,1
anlatmaya gerek yok goruyosun,5,2021-02-05 11:41:07,1
iyi,1,2021-02-05 11:22:35,0
cuma günü hediye güzel olmuş memnunum uygulamadan internet verse,5,2021-02-05 11:12:49,1
internet gondermiyor,1,2021-02-05 10:58:45,0
cok guzel,5,2021-02-05 10:52:48,1
insanları somuruyorsunuz memnun kalmadım salla kazandan verdiğiniz hediyeler kötü saat sınırı azından haftalık olsa gb saat diyor sonrda yalnızca bip kullanılıyor herseyiniz para olmuş ştetrri hizmetleri sorunlarla ilgilenmiyor çekim gücü iyi buna geçtim çekim gücü kötü,1,2021-02-05 10:49:35,0
aramaya gerek kalmıyor,5,2021-02-05 10:40:31,1
ön numara beş yildiz,5,2021-02-05 10:36:20,1
cok iyi uygulama,5,2021-02-05 10:24:45,1
ödeme yaptigimda otomatik ödeme işaretli alanı kaldırın artık milleti otomatik ödemeye zorlamayin,1,2021-02-05 10:10:58,0
turkcell den memnun değilim hattı aldığım güne lanet olsun,1,2021-02-05 09:39:14,0
aynen,5,2021-02-05 09:25:12,1
güzel,5,2021-02-05 09:18:21,1
inmiyor bile bune,1,2021-02-05 09:12:46,0
desek boş zorunda olmasam inanın operatör olarak beş değil kuruş etmez,1,2021-02-05 09:08:46,0
bence güzel bir uygulama yüzden beş yıldız verdim,5,2021-02-05 08:58:24,1
başarılı,5,2021-02-05 08:38:10,1
